Journal.name,JIF
Ancient Near Eastern Studies,0.1
Buddhist-Christian Studies,0.1
Comparative and Continental Philosophy,0.1
Indian Historical Review,0.1
INDOGERMANISCHE FORSCHUNGEN,0.1
Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki,0.1
Journal of Early Modern Christianity,0.1
JOURNAL OF FILM AND VIDEO,0.1
Journal of the Musical Arts in Africa,0.1
SEFARAD,0.1
Signa-Revista de la Asociacion Espanola de Semiotica,0.1
STUDIES IN LATIN AMERICAN POPULAR CULTURE,0.1
West 86th-A Journal of Decorative Arts Design History and Material Culture,0.1
Annali di Storia delle Universita Italiane,0.1
Australasian Catholic Record,0.1
Ezhegodnik Finno-Ugorskikh Issledovanii-Yearbook of Finno-Ugric Studies,0.1
HISTORICKY CASOPIS,0.1
INTERNATIONAL REVIEW OF THE AESTHETICS AND SOCIOLOGY OF MUSIC,0.1
Journal of Language Literature and Culture,0.1
Netherlands Yearbook for History of Art-Nederlands Kunsthistorisch Jaarboek,0.1
Perifrasis-Revista de Literatura Teoria y Critica,0.1
REVER-Revista de Estudos da Religiao,0.1
South African Journal of Cultural History,0.1
STUDIA ROSENTHALIANA,0.1
Acta Universitatis Sapientiae-Film and Media Studies,0.1
Al-Shajarah,0.1
Anaquel de Estudios Arabes,0.1
Ars & Humanitas: Journal of Arts and Humanities,0.1
China and Asia,0.1
Early Modern Women-An Interdisciplinary Journal,0.1
FORUM MODERNES THEATER,0.1
JOURNAL OF AMERICAN CULTURE,0.1
Journal of Modern Russian History and Historiography,0.1
Lexonomica,0.1
Lusotopie,0.1
Ri Vista-Ricerche per la Progettazione del Paesaggio,0.1
AAA-ARBEITEN AUS ANGLISTIK UND AMERIKANISTIK,0.1
Anales de Filologia Francesa,0.1
BACH,0.1
Baltic Journal of Art History,0.1
Confluenze-Rivista di Studi Iberoamericani,0.1
Filosofiya-Philosophy,0.1
Horizons in Biblical Theology,0.1
IHS Antiguos Jesuitas en Iberoamerica,0.1
Logos,0.1
MALIMBUS,0.1
MOYEN AGE,0.1
Schole-Filosofskoe Antikovedenie i Klassicheskaya Traditsiya-Schole-Ancient Philosophy and the Classical Tradition,0.1
Weimarer Beitrage,0.1
Archivo Espanol de Arqueologia,0.1
CAHIERS VICTORIENS & EDOUARDIENS,0.1
Codrul Cosminului,0.1
Danza e Ricerca-Laboratorio di Studi Scritture Visioni,0.1
Kamchatka-Revista de Analisis Cultural,0.1
LINGUA E STILE,0.1
Northern Review,0.1
OXFORD ART JOURNAL,0.1
Reception-Texts Readers Audiences History,0.1
Revista de Filosofia-Madrid,0.1
Teka Komisji Urbanistyki i Architektury,0.1
ZEITSCHRIFT FUR DEUTSCHE PHILOLOGIE,0.1
BULGARIAN HISTORICAL REVIEW-REVUE BULGARE D HISTOIRE,0.1
EARI-Educacion Artistica-Revista de Investigacion,0.1
Filosofia Unisinos,0.1
Holocaust-Studii si Cercetari,0.1
International Review of Mission,0.1
Journal for Early Modern Cultural Studies,0.1
Letras de Hoje-Estudos e Debates em Linguistica Literatura e Lingua Portuguesa,0.1
MICHIGAN HISTORICAL REVIEW,0.1
Mitologias Hoy-Revista de Pensamiento Critica y Estudios Literarios Latinoamericanos,0.1
MITTEILUNGEN DES KUNSTHISTORISCHEN INSTITUTES IN FLORENZ,0.1
Musicology Today,0.1
Perichoresis,0.1
STUDI E PROBLEMI DI CRITICA TESTUALE,0.1
Teoria-Rivista di Filosofia,0.1
African Journal of Legal Studies,0.1
Archiv Orientalni,0.1
AUSTRALIAN TAX REVIEW,0.1
Avances del Cesor,0.1
e-rph-Revista electronica de Patrimonio Historico,0.1
Eskiyeni,0.1
European Journal of American Studies,0.1
Historia y Espacio,0.1
Logos-Vilnius,0.1
Musicologica Brunensia,0.1
National Taiwan University Law Review,0.1
Ogigia-Revista Electronica de Estudios Hispanicos,0.1
Philosophia-International Journal of Philosophy,0.1
REVUE DES ETUDES JUIVES,0.1
Romische Quartalschrift fur Christliche Altertumskunde und Kirchengeschichte,0.1
Skandinavskaya Filologiya,0.1
Telos,0.1
Yuksekogretim Dergisi,0.1
ZEITSCHRIFT DER DEUTSCHEN MORGENLANDISCHEN GESELLSCHAFT,0.1
ZEITSCHRIFT FUR ANTIKES CHRISTENTUM-JOURNAL OF ANCIENT CHRISTIANITY,0.1
ZEITSCHRIFT FUR KUNSTGESCHICHTE,0.1
Australian and New Zealand Journal of Art,0.1
Bulletin of the Institute of Mathematics Academia Sinica New Series,0.1
DIX-SEPTIEME SIECLE,0.1
Estudios Avanzados,0.1
Global Journal Al-Thaqafah,0.1
History of Philosophy & Logical Analysis,0.1
International Journal of Chinese Linguistics,0.1
Logos-Anales del Seminario de Metafisica,0.1
Radovi Instituta za Povijest Umjetnosti-Journal of the Institute of Art History,0.1
REVIEW-LITERATURE AND ARTS OF THE AMERICAS,0.1
Revue de l IRES,0.1
REVUE THEOLOGIQUE DE LOUVAIN,0.1
Studia Musicologica,0.1
Temas Americanistas,0.1
Tuna-Ajalookultuuri Ajakiri,0.1
Zeitschrift fuer Individualpsychologie,0.1
ZEITSCHRIFT FUR HISTORISCHE FORSCHUNG,0.1
Acta Philosophica,0.1
Ajalooline Ajakiri-The Estonian Historical Journal,0.1
Allgemeine Zeitschrift fur Philosophie,0.1
Bulletin KNOB,0.1
Canadian Journal of Women and the Law,0.1
Dialectologia et Geolinguistica,0.1
Foro Educacional,0.1
Historia 396,0.1
Journal of Historic Buildings and Places,0.1
MEDICINE AND LAW,0.1
MUSICAL TIMES,0.1
PHYSICS IN PERSPECTIVE,0.1
REVUE D HISTOIRE MODERNE ET CONTEMPORAINE,0.1
Rhizomata-A Journal for Ancient Philosophy and Science,0.1
Women and Music-A Journal of Gender and Culture,0.1
AEVUM-RASSEGNA DI SCIENZE STORICHE LINGUISTICHE E FILOLOGICHE,0.1
Balkanistic Forum,0.1
Boletin de Arte-UMA,0.1
Bruno Pini Mathematical Analysis Seminar,0.1
Bulletin of the John Rylands Library,0.1
Canadian Political Science Review,0.1
Cartagine-Studi e Ricerche,0.1
Colloquia Humanistica,0.1
Dialog so Vremenem-Dialogue with Time,0.1
English Text Construction,0.1
Espiritu,0.1
Estudios de Linguistica-Universidad de Alicante-ELUA,0.1
Europolity-Continuity and Change in European Governance,0.1
HISTORISCHES JAHRBUCH,0.1
Hong Kong Journal of Paediatrics,0.1
INDEX ON CENSORSHIP,0.1
International Journal of Applied Nonlinear Science,0.1
Kratkie Soobshcheniya Instituta Arkheologii,0.1
Kritike-An Online Journal of Philosophy,0.1
LATIN AMERICAN THEATRE REVIEW,0.1
Matraga-Estudos Linguisticos e Literario,0.1
Mundo Amazonico,0.1
Neotestamentica,0.1
Palabra,0.1
Review of Korean Studies,0.1
Simplegadi,0.1
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,0.1
452 F-Revista de Teoria de la Literatura y Literatura Comparada,0.1
Annales Francaises de Medecine d Urgence,0.1
ANTIQVORVM PHILOSOPHIA-An International journal,0.1
CITHARA-ESSAYS IN THE JUDEO-CHRISTIAN TRADITION,0.1
Concentric-Studies in Linguistics,0.1
Cuestiones de Filosofia,0.1
George Eliot-George Henry Lewes Studies,0.1
Imagologiya i Komparativistika-Imagology and Comparative Studies,0.1
Implicit Religion,0.1
Insolvency Law Journal,0.1
Journal of Architecture and Planning -King Saud University,0.1
Journal of the International Network for Korean Language and Culture,0.1
Kosciol i Prawo,0.1
Lingue Antiche e Moderne,0.1
Loggia Arquitectura & Restauracion,0.1
Moussons-Recherche en Sciences Humaines sur l Asie du Sud-Est,0.1
Narrative Works-Issues Investigations & Interventions,0.1
New Proposals-Journal of Marxism and Interdisciplinary Inquiry,0.1
Polish Yearbook of International Law,0.1
Psychological Perspectives-A Quarterly Journal of Jungian Thought,0.1
Public and Private International Law Bulletin,0.1
Res Publica-Revista de Filosofia Politica,0.1
RIVISTA DI STORIA DELLA FILOSOFIA,0.1
Selcuk Universitesi Edebiyat Fakultesi Dergisi-Selcuk University Journal of Faculty of Letters,0.1
Stoa,0.1
Transylvanian Review,0.1
Vestnik of Saint Petersburg University-Law-Vestnik Sankt-Peterburgskogo Universiteta-Pravo,0.1
Vestnik Slavianskikh Kultur-Bulletin of Slavic Cultures-Scientific and Informational Journal,0.1
Aula Orientalis,0.1
Balcanica,0.1
Ethical Perspectives,0.1
Etica & Politica,0.1
FILOZOFSKI VESTNIK,0.1
Historia Constitucional,0.1
Istorija,0.1
Italiano LinguaDue,0.1
Japan Review,0.1
JIRSS-Journal of the Iranian Statistical Society,0.1
LITTERATURE,0.1
Malaysian Journal of ELT Research,0.1
Parallax,0.1
Poe Studies-History Theory Interpretation,0.1
RAEL-Revista Electronica de Linguistica Aplicada,0.1
Rasprave,0.1
Real Analysis Exchange,0.1
Revista de Historia-Sao Paulo,0.1
Ricerche di Psicologia,0.1
ARCHIV FUR MUSIKWISSENSCHAFT,0.1
Artibus et Historiae,0.1
Bollettino Filosofico,0.1
BOOK COLLECTOR,0.1
BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS,0.1
Calle 14-Revista de investigacion en el Campo del Arte,0.1
Caracol,0.1
Cultura-International Journal of Philosophy of Culture and Axiology,0.1
Estudios de Historia Moderna y Contemporanea de Mexico,0.1
Fluminensia,0.1
Frontiers of Law in China,0.1
Hagiographica,0.1
INDIAN JOURNAL OF HISTORY OF SCIENCE,0.1
Interdisciplinary Studies of Complex Systems,0.1
International Journal of Child Health and Nutrition,0.1
Japanese Studies in Russia,0.1
Journal of Indian Council of Philosophical Research,0.1
Koot-Revista de Museologia,0.1
MASSACHUSETTS REVIEW,0.1
Revista Brasileira de Educacao do Campo-Brazilian Journal of Rural Education,0.1
Revista Ibero-Americana de Estudos em Educacao,0.1
South Central Review,0.1
Tradition-A Journal of Orthodox Jewish Thought,0.1
Transplant Research and Risk Management,0.1
YALE REVIEW,0.1
Alpha-Revista de Artes Letras y Filosofia,0.1
Bajo Palabra-Journal of Philosophy,0.1
Bogoslovska Smotra-Ephemerides Theologicae Zagrabienses,0.1
Boletim de Estudos Classicos,0.1
Cahiers de Narratologie,0.1
Cahiers Mondes Anciens,0.1
ETUDES LITTERAIRES,0.1
Itineraria,0.1
JAHRBUCHER FUR GESCHICHTE OSTEUROPAS,0.1
Linguistica Pragensia,0.1
Mediterranea-Ricerche Storiche,0.1
NEW ZEALAND JOURNAL OF PSYCHOLOGY,0.1
Origini,0.1
Patrimonio e Memoria,0.1
Phainomena,0.1
Razon Historica-Revista Hispanoamericana de Historia de las Ideas,0.1
Revista de Derecho Civil,0.1
Revista do Curso de Direito do UNIFOR,0.1
Taller de la Historia,0.1
Teksty Drugie,0.1
Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki,0.1
X-Ray Structure Analysis Online,0.1
Anos 90,0.1
Anuario de Historia Regional y de las Fronteras,0.1
Anuario de la Escuela de Historia Virtual,0.1
Archivum,0.1
Arthur Miller Journal,0.1
CELEHIS-Revista del Centro de Letras Hispanoamericanas,0.1
Collectivus-Revista de Ciencias Sociales,0.1
Comunicacio-Revista de Recerca i d Analisi,0.1
Coordenadas-Revista de Historia Local y Regional,0.1
CTAD-Cumhuriyet Tarihi Arastirmalari Dergisi,0.1
CUADERNOS HISPANOAMERICANOS,0.1
Estudios Sociales-Revista Universitaria Semestral,0.1
Indonesia Law Review,0.1
Internationale Katholische Zeitschrift Communio,0.1
JOURNAL OF MEDITERRANEAN STUDIES,0.1
LIBERTE,0.1
LINGUISTIQUE,0.1
Logos & Pneuma-Chinese Journal of Theology,0.1
Novos Cadernos NAEA,0.1
Per Linguam-A Journal of Language Learning,0.1
Politicka Misao-Croatian Political Science Review,0.1
RIHA Journal,0.1
Symposium-Canadian Journal of Continental Philosophy,0.1
Tarih Incelemeleri Dergisi,0.1
Vestnik Tomskogo Gosudarstvennogo Universiteta-Pravo-Tomsk State University Journal of Law,0.1
Wesley and Methodist Studies,0.1
Acta Germanica-German studies in Africa,0.1
Advances and Applications in Statistics,0.1
Agora-Papeles de Filosofia,0.1
Analele Universitatii Bucuresti-Stiinte Politice,0.1
Anuario Espanol de Derecho Internacional Privado,0.1
Art Style,0.1
Caravelle,0.1
Catholic Social Science Review,0.1
Endoxa-Series Filosoficas,0.1
Geosaberes,0.1
Historia Instituciones Documentos,0.1
History and Sociology of South Asia,0.1
Ideas y Valores,0.1
Journal of Oral Health and Oral Epidemiology,0.1
MUTTERSPRACHE,0.1
SPRACHE-STIMME-GEHOR,0.1
Surgical Techniques Development,0.1
Urdimento-Revista de Estudos em Artes Cenicas,0.1
Vestnik Tomskogo Gosudarstvennogo Universiteta-Filosofiya-Sotsiologiya-Politologiya-Tomsk State University Journal of Philosophy Sociology and Political Science,0.1
ZEITSCHRIFT FUR AGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,0.1
ZEITSCHRIFT FUR PADAGOGIK,0.1
Zibaldone-Estudios Italianos de La Torre del Virrey,0.1
Academic Journal of Modern Philology,0.1
African Journal of Rhetoric,0.1
African Sociological Review,0.1
ARTHROSKOPIE,0.1
AUT AUT,0.1
Cadernos de Estudos Linguisticos,0.1
Cuadernos de Antropologia,0.1
Debats-Revista de Cultura Poder i Societat,0.1
E-Spania-Revue Electronique d etudes Hispaniques Medievales,0.1
Elemente der Mathematik,0.1
En Blanco-Revista de Arquitectura,0.1
Engineering Technologies and Systems,0.1
Estudios de Derecho,0.1
Estudios-Centro de Estudios Avanzados-Universidad Nacional de Cordoba,0.1
ETD Educacao Tematica Digital,0.1
European Journal of Transformation Studies,0.1
FILOSOFICKY CASOPIS,0.1
Forma y Funcion,0.1
Groups Complexity Cryptology,0.1
Historia Actual Online,0.1
INTERNATIONAL JOURNAL OF FRANCOPHONE STUDIES,0.1
International Journal of Orthodontic Rehabilitation,0.1
Intersezioni,0.1
JOURNAL OF PRE-RAPHAELITE STUDIES-NEW SERIES,0.1
Korean Journal of International Studies,0.1
Korean Journal of Medical History,0.1
MOKUZAI GAKKAISHI,0.1
NEUPHILOLOGISCHE MITTEILUNGEN,0.1
Nineteenth-Century Art Worldwide,0.1
Plura-Revista de Estudos de Religiao,0.1
Pravo-Zhurnal Vysshei Shkoly Ekonomiki,0.1
Radovi Zavoda za povijesne znanosti HAZU u Zadru,0.1
REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,0.1
Revista de Investigacion sobre Flamenco-La Madruga,0.1
Revista Internacional de Relaciones Publicas,0.1
Revista Latinoamericana de Metodologia de la Investigacion Social,0.1
REVUE DU NORD,0.1
Signo y Sena-Revista del Instituto de Linguistica,0.1
St Theresa Journal of Humanities and Social Sciences,0.1
Strenae-Recherches sur les Livres et les Objets Culturels de L Enfance,0.1
Studia Historiae Oeconomicae,0.1
Techniques in Foot and Ankle Surgery,0.1
Treballs de Sociolinguistica Catalana,0.1
Alkoholizm i Narkomania-Alcoholism and Drug Addiction,0.1
Archiv fur Rechts- und Sozialphilosophie,0.1
Atalante-Revista de Estudios Cinematograficos,0.1
BRAC-Barcelona Research Art Creation,0.1
Comparative and International Law Journal of Southern Africa-CILSA,0.1
Cuaderno de Notas,0.1
Curriculum Matters,0.1
De Jure Law Journal,0.1
DEUTSCHE SPRACHE,0.1
Dialogo das Letras,0.1
English in Australia,0.1
Espacios en Blanco-Serie Indagaciones,0.1
ETUDES GERMANIQUES,0.1
Geophysics and Geophysical Exploration,0.1
Hermeneus,0.1
Icelandic Review of Politics & Administration,0.1
International Journal of Emergency Management,0.1
JP Journal of Biostatistics,0.1
Linguistica e Filologia,0.1
Linguistica y Literatura,0.1
Linhas Criticas,0.1
NTU Management Review,0.1
Open Insight,0.1
PHYTON-ANNALES REI BOTANICAE,0.1
Qualitative & Quantitative Methods in Libraries,0.1
Revista da Anpoll,0.1
Revista de Arqueologia Historica Argentina y Latinoamericana,0.1
Revista de Estudios en Seguridad Internacional-RESI,0.1
Revista EDaPECI-Educacao a Distancia e Praticas Educativas Comunicacionais e Interculturais,0.1
Revista Eletronica Ventilando Acervos,0.1
Revista Vortex-Vortex Music Journal,0.1
Revue Italienne d'Etudes Francaises,0.1
Rivista Italiana di Filosofia del Linguaggio,0.1
Russian Journal of Criminology,0.1
SIYASAL-Journal of Political Sciences,0.1
Sophia-Educacion,0.1
Southern African Journal of Gynaecological Oncology,0.1
Sri Lankan Journal of Anaesthesiology,0.1
Turk Dermatoloji Dergisi-Turkish Journal of Dermatology,0.1
Abriu-Estudos de Textualidade do Brasil Galicia e Portugal,0.1
Acta Pediatrica de Mexico,0.1
Aerospace Research in Bulgaria,0.1
African Journal on Conflict Resolution,0.1
ArtCultura-Revista de Historia Cultura e Arte,0.1
Atelier,0.1
Belphegor,0.1
BOLETIM DE INDUSTRIA ANIMAL,0.1
Boletin Geografico,0.1
Bulgarski Ezik i Literatura-Bulgarian Language and Literature,0.1
Chuzhdoezikovo Obuchenie-Foreign Language Teaching,0.1
Cuadernos de Ilustracion y Romanticismo,0.1
Cuadernos de Proyectos Arquitectonicos,0.1
Dialogia,0.1
Droit et Cultures,0.1
E-Journal of International and Comparative Labour Studies,0.1
Egyptian Journal of Surgery,0.1
Filologicheskie Nauki-Nauchnye Doklady Vysshei Shkoly-Philological Sciences-Scientific Essays of Higher Education,0.1
HISTORY TODAY,0.1
In Education,0.1
International Journal of Physiotherapy,0.1
Interpretation-A Journal of Political Philosophy,0.1
Journal for the History of Modern Theology-Zeitschrift fur Neuere Theologiegeschichte,0.1
Journal of Marine Medical Society,0.1
Journal of Tax Administration,0.1
Journal of Urological Surgery,0.1
LaborHistorico,0.1
Linguas e Instrumentos Linguisticos,0.1
Ljetopis Socijalnog Rada,0.1
Miranda,0.1
Opus,0.1
Palawan Scientist,0.1
Quaestiones Disputatae,0.1
Religious Studies Review,0.1
Revista de Cultura Teologica,0.1
Revista de Estudos Constitucionais Hermeneutica e Teoria do Direito-RECHTD,0.1
Revista de Filosofia UIS,0.1
Revista Estudios Socio-Juridicos,0.1
Revista General de Derecho Romano,0.1
Revista Internacional de Organizaciones,0.1
REVUE DE METAPHYSIQUE ET DE MORALE,0.1
Revue Europeenne des Sciences Sociales,0.1
REVUE PHILOSOPHIQUE DE LA FRANCE ET DE L ETRANGER,0.1
Simbiotica,0.1
Studia z Filologii Polskiej i Slowianskiej,0.1
Sztuka i Dokumentacja-Art & Documentation,0.1
Themata-Revista de Filosofia,0.1
Tocqueville Review,0.1
VETERINARIA MEXICO,0.1
Voix Plurielles,0.1
Yuyan Kexue-Linguistic Sciences,0.1
Zbornik Radova Vizantoloskog Instituta,0.1
ACTA SCIENTIARUM-HEALTH SCIENCES,0.1
Aktualni Gynekologie a Porodnictvi,0.1
AKTUELLE DERMATOLOGIE,0.1
AKTUELLE ERNAHRUNGSMEDIZIN,0.1
AMERICAN HISTORY,0.1
Annee du Maghreb,0.1
Archives of Orofacial Science,0.1
Argumentos de Razon Tecnica,0.1
ART IN AMERICA,0.1
Austral Comunicacion,0.1
Boletin Americanista,0.1
Cahiers des Ameriques Latines,0.1
Case Reports in Perinatal Medicine,0.1
Catrina-The International Journal of Environmental Sciences,0.1
Constelaciones-Revista de Teoria Critica,0.1
Cuadernos de Linguistica Hispanica,0.1
Cuadernos de Rusistica Espanola,0.1
Developpement Durable & Territoires,0.1
Documenti Geografici,0.1
Enfance,0.1
Epilepsi,0.1
Etudes Ricoeuriennes-Ricoeur Studies,0.1
ETUDES THEOLOGIQUES ET RELIGIEUSES,0.1
Gorteria,0.1
Indian Journal of Vascular and Endovascular Surgery,0.1
Insan & Toplum-The Journal of Humanity & Society,0.1
International Journal of Contemporary Economics and Administrative Sciences,0.1
International Journal on Working Conditions,0.1
Intervencion-Revista Internacional de Conservacion Restauracion y Museologia,0.1
Intrecci d Arte,0.1
Iranian Journal of Nuclear Medicine,0.1
Journal de la Societe des Americanistes,0.1
Journal of Astronomy and Earth Sciences Education,0.1
Journal of Fetal Medicine,0.1
Journal of Indian Geophysical Union,0.1
Journal of Pediatric Emergency and Intensive Care Medicine,0.1
Journal of the Korean Ophthalmological Society,0.1
Korean Journal of Optics and Photonics,0.1
LEA-Lingue e Letterature d Oriente e d Occidente,0.1
Library & Information History,0.1
Linguae &-Rivista di Lingue e Culture Moderne,0.1
M+A-Revista Electronica de Medio Ambiente,0.1
Medecine & Droit,0.1
Miscelanea de Estudios Arabes y Hebraicos-Seccion Hebreo,0.1
Nuevo Pensamiento-Revista de Filosofia,0.1
Pathologia,0.1
Philologica Jassyensia,0.1
Policija i Sigurnost-Police and Security,0.1
Recherche et Pratiques Pedagogiques en Langues de Specialite-Cahiers de l Apliut,0.1
Revista Critica de Ciencias Sociais,0.1
Revista de Pesquisa-Cuidado e Fundamental Online,0.1
Revista Electronica Calidad en la Educacion Superior,0.1
Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,0.1
Revista ORL,0.1
Revue Cirkevniho Prava-Church Law Review,0.1
Rita-Revista Indexada de Textos Academicos,0.1
Romanian Journal of Military Medicine,0.1
Rossiiskii Zhurnal Menedzhmenta-Russian Management Journal,0.1
Tempo e Argumento,0.1
Tomsk State University Journal,0.1
Trans-Revue de Litterature Generale et Comparee,0.1
Turkish Journal of Plastic Surgery,0.1
VERIFICHE,0.1
Akustika,0.1
Anales AFA,0.1
Anesteziologie a Intenzivni Medicina,0.1
Annals of King Edward Medical University Lahore Pakistan,0.1
Ars Bilduma,0.1
Artifara-Revista de Lenguas y Literaturas Ibericas y Latinoamericanas,0.1
Asian Journal of Management Cases,0.1
ASR Chiang Mai University Journal of Social Sciences and Humanities,0.1
Bibliotecas-Revista de la Escuela de Bibliotecologia Documentacion e Informacion,0.1
CAHIERS D ETUDES AFRICAINES,0.1
Cambio-Rivista sulle Trasformazioni Sociali,0.1
Ciencia e Ingenieria,0.1
Cuadernos Inter c a mbio sobre Centroamerica y el Caribe,0.1
Cyprus Journal of Medical Sciences,0.1
Dimension Empresarial,0.1
DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI,0.1
Eurasian Journal of Pulmonology,0.1
Fourrages,0.1
Fuentes el Reventon Energetico,0.1
Gran Tour,0.1
He Kupu,0.1
Historicka Sociologie,0.1
Hormigon y Acero,0.1
Ilu-Revista de Ciencias de las Religiones,0.1
International E-Journal of Criminal Sciences,0.1
Iraqi Journal of Hematology,0.1
ItinerArios-Revista de Literatura,0.1
Journal fur Kardiologie,0.1
Journal of Clinical Obstetrics and Gynecology,0.1
Journal of IMAB,0.1
Journal of Investment Strategies,0.1
Journal of Pediatric Infection,0.1
Journal of Penal Law and Criminology-Ceza Hukuku ve Kriminoloji Dergisi,0.1
Journal of Polymer & Composites,0.1
Journal of the Egyptian Ophthalmological Society,0.1
Journal of the Liaquat University of Medical and Health Sciences,0.1
Journal of the Scientific Society,0.1
Journal of Theoretical and Applied Mechanics-Bulgaria,0.1
Journal of Unschooling and Alternative Learning,0.1
Journal of Urban Ethnology,0.1
Khazar Journal of Humanities and Social Sciences,0.1
Libres-Library and Information Science Research Electronic Journal,0.1
Libros de la Corte,0.1
Llengua Societat i Comunicacio,0.1
Nauka i Tehnologii Truboprovodnogo Transporta Nefti i Nefteproduktov-Science & Technologies-Oil and Oil Products Pipeline Transportation,0.1
