journalname,IF
Journal of Renewable and Sustainable Energy,2.4
Journal of Renewable and Sustainable Energy,2.4
Tribology-Materials Surfaces & Interfaces,2.4
Advances in Natural Sciences-Nanoscience and Nanotechnology,2.4
Advances in Natural Sciences-Nanoscience and Nanotechnology,2.4
Advances in Natural Sciences-Nanoscience and Nanotechnology,2.4
Thalassemia Reports,2.4
Cardiology Plus,2.4
IEEE Nanotechnology Magazine,2.4
Micro-Switzerland,2.4
Weather and Climate,2.4
Journal of Hazardous Toxic and Radioactive Waste,2.4
Redox Experimental Medicine,2.4
Redox Experimental Medicine,2.4
Advances in Human-Computer Interaction,2.4
CURRENT PROTEIN & PEPTIDE SCIENCE,2.4
PHYSICS OF THE SOLID STATE,2.4
TOWN PLANNING REVIEW,2.3
JOURNAL OF ECONOMIC HISTORY,2.3
JOURNAL OF ECONOMIC HISTORY,2.3
JOURNAL OF ECONOMIC HISTORY,2.3
JOURNAL OF BROADCASTING & ELECTRONIC MEDIA,2.3
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,2.3
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,2.3
JOURNAL OF MUSIC THERAPY,2.3
International & Comparative Law Quarterly,2.3
Supreme Court Review,2.3
Journal of World Investment & Trade,2.3
Journal of Differential Equations,2.3
Mathematics,2.3
JOURNAL OF PHONETICS,2.3
JOURNAL OF PHONETICS,2.3
JOURNAL OF LEARNING DISABILITIES,2.3
JOURNAL OF LEARNING DISABILITIES,2.3
AFRICAN AFFAIRS,2.3
AFRICAN AFFAIRS,2.3
AMERICAN JOURNAL OF INTERNATIONAL LAW,2.3
AMERICAN JOURNAL OF INTERNATIONAL LAW,2.3
Analysis and Applications,2.3
Analysis and Applications,2.3
ADVANCED NONLINEAR STUDIES,2.3
ADVANCED NONLINEAR STUDIES,2.3
LINGUISTIC INQUIRY,2.3
LINGUISTIC INQUIRY,2.3
COMPUTATIONAL & APPLIED MATHEMATICS,2.3
Boundary Value Problems,2.3
Boundary Value Problems,2.3
JOURNAL OF CRIMINAL JUSTICE,2.3
LATIN AMERICAN POLITICS AND SOCIETY,2.3
LATIN AMERICAN POLITICS AND SOCIETY,2.3
LATIN AMERICAN POLITICS AND SOCIETY,2.3
DYSPHAGIA,2.3
JOURNAL OF VOICE,2.3
JOURNAL OF VOICE,2.3
AJIDD-American Journal on Intellectual and Developmental Disabilities,2.3
AJIDD-American Journal on Intellectual and Developmental Disabilities,2.3
Applied Numerical Mathematics,2.3
IMA JOURNAL OF NUMERICAL ANALYSIS,2.3
Insect Systematics and Diversity,2.3
International Journal of Veterinary Science and Medicine,2.3
Journal of the American Board of Family Medicine,2.3
Journal of the American Board of Family Medicine,2.3
Focaal-Journal of Global and Historical Anthropology,2.3
ILR Review,2.3
European Journal of Criminology,2.3
Australian Social Work,2.3
Business and Human Rights Journal,2.3
Business and Human Rights Journal,2.3
Current Research in Insect Science,2.3
Journal of Pediatric Surgery,2.3
Journal of Pediatric Surgery,2.3
EUROPEAN UNION POLITICS,2.3
Frontiers in Sociology,2.3
Journal of Information Technology & Politics,2.3
Journal of Information Technology & Politics,2.3
OXFORD REVIEW OF EDUCATION,2.3
Pediatrics and Neonatology,2.3
Race Ethnicity and Education,2.3
Race Ethnicity and Education,2.3
AMERICAN JOURNAL OF SURGERY,2.3
BMC Pediatrics,2.3
Journal of Sexual Aggression,2.3
JMIR Pediatrics and Parenting,2.3
Journal of Refugee Studies,2.3
Journal of Refugee Studies,2.3
JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,2.3
Journalism Practice,2.3
BIRTH-ISSUES IN PERINATAL CARE,2.3
BIRTH-ISSUES IN PERINATAL CARE,2.3
BIRTH-ISSUES IN PERINATAL CARE,2.3
ANIMAL BEHAVIOUR,2.3
ANIMAL BEHAVIOUR,2.3
CORNEA,2.3
European Journal of Trauma and Emergency Surgery,2.3
Topics in Stroke Rehabilitation,2.3
Online Journal of Communication and Media Technologies,2.3
CLINICAL BIOCHEMISTRY,2.3
Demographic Research,2.3
JOURNAL OF RECONSTRUCTIVE MICROSURGERY,2.3
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,2.3
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,2.3
JOURNAL OF SOCIAL AND PERSONAL RELATIONSHIPS,2.3
Physical Therapy in Sport,2.3
Physical Therapy in Sport,2.3
BRITISH JOURNAL OF CLINICAL PSYCHOLOGY,2.3
CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,2.3
Iranian Journal of Language Teaching Research,2.3
DISABILITY & SOCIETY,2.3
DISABILITY & SOCIETY,2.3
Global Public Policy and Governance,2.3
Global Public Policy and Governance,2.3
Journal of Lower Genital Tract Disease,2.3
Social Science Journal,2.3
International Research in Geographical and Environmental Education,2.3
JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW,2.3
JOURNAL OF THE AMERICAN ACADEMY OF PSYCHIATRY AND THE LAW,2.3
FOOT & ANKLE INTERNATIONAL,2.3
JOURNAL OF EUROPEAN SOCIAL POLICY,2.3
JOURNAL OF EUROPEAN SOCIAL POLICY,2.3
JOURNAL OF MORAL EDUCATION,2.3
Journal of Perinatology,2.3
Journal of Perinatology,2.3
Augmentative and Alternative Communication,2.3
Augmentative and Alternative Communication,2.3
MEDICAL AND VETERINARY ENTOMOLOGY,2.3
MEDICAL AND VETERINARY ENTOMOLOGY,2.3
Nonlinear Analysis-Modelling and Control,2.3
Nonlinear Analysis-Modelling and Control,2.3
Nonlinear Analysis-Modelling and Control,2.3
Comparative Population Studies,2.3
GENDER AND EDUCATION,2.3
Journal of Clinical Pediatric Dentistry,2.3
Journal of Clinical Pediatric Dentistry,2.3
JOURNAL OF INSECT SCIENCE,2.3
SURGERY TODAY,2.3
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,2.3
AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION,2.3
European Convention on Human Rights Law Review,2.3
European Convention on Human Rights Law Review,2.3
International Studies Perspectives,2.3
Journal of Cardiovascular Nursing,2.3
Journal of Cardiovascular Nursing,2.3
READING AND WRITING,2.3
READING AND WRITING,2.3
Aesthetic Surgery Journal Open Forum,2.3
ARCHIVES OF ORAL BIOLOGY,2.3
JOURNAL OF LEISURE RESEARCH,2.3
JOURNAL OF LEISURE RESEARCH,2.3
Physical Medicine and Rehabilitation Clinics of North America,2.3
JOURNAL OF COMPARATIVE NEUROLOGY,2.3
JOURNAL OF COMPARATIVE NEUROLOGY,2.3
JOURNAL OF FAMILY VIOLENCE,2.3
JOURNAL OF FAMILY VIOLENCE,2.3
JOURNAL OF FISH DISEASES,2.3
JOURNAL OF FISH DISEASES,2.3
JOURNAL OF FISH DISEASES,2.3
Journal of Foot and Ankle Research,2.3
Citizen Science-Theory and Practice,2.3
COGNITIVE THERAPY AND RESEARCH,2.3
DISASTERS,2.3
DISASTERS,2.3
Higher Education Skills and Work-based Learning,2.3
Pediatric Rheumatology,2.3
Pediatric Rheumatology,2.3
Primary Care Diabetes,2.3
Primary Care Diabetes,2.3
Veterinary Medicine International,2.3
Western Journal of Emergency Medicine,2.3
JOURNAL OF EDUCATION FOR TEACHING,2.3
Journal of Educational Administration and History,2.3
JOURNAL OF REHABILITATION MEDICINE,2.3
JOURNAL OF REHABILITATION MEDICINE,2.3
OPERATIVE DENTISTRY,2.3
Advances in Rehabilitation Science and Practice,2.3
Employee Responsibilities and Rights Journal,2.3
International Journal of Adolescence and Youth,2.3
JOURNAL OF APPLIED POULTRY RESEARCH,2.3
Journal of Children and Media,2.3
Journal of Children and Media,2.3
JOURNAL OF DERMATOLOGY,2.3
JOURNAL OF NURSING EDUCATION,2.3
OPHTHALMOLOGICA,2.3
Veterinary World,2.3
Veterinary World,2.3
AGGRESSIVE BEHAVIOR,2.3
AGGRESSIVE BEHAVIOR,2.3
ANIMAL COGNITION,2.3
ANIMAL COGNITION,2.3
JOURNAL OF ORAL PATHOLOGY & MEDICINE,2.3
JOURNAL OF ORAL PATHOLOGY & MEDICINE,2.3
Journal of Statistics and Data Science Education,2.3
Ecopsychology,2.3
Imaging Science in Dentistry,2.3
VETERINARY PATHOLOGY,2.3
VETERINARY PATHOLOGY,2.3
BIOETHICS,2.3
BIOETHICS,2.3
BIOETHICS,2.3
BIOETHICS,2.3
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,2.3
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,2.3
CAMBRIDGE QUARTERLY OF HEALTHCARE ETHICS,2.3
Communications-European Journal of Communication Research,2.3
Croatian Journal of Forest Engineering,2.3
MARINE BIOLOGY,2.3
Current Opinion in Physiology,2.3
Curriculum Studies in Health and Physical Education,2.3
Curriculum Studies in Health and Physical Education,2.3
Health Psychology Research,2.3
Journal of Applied Laboratory Medicine,2.3
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2.3
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-LEARNING MEMORY AND COGNITION,2.3
Quantitative Economics,2.3
GMS Journal for Medical Education,2.3
JOURNAL OF NEUROSCIENCE NURSING,2.3
JOURNAL OF NEUROSCIENCE NURSING,2.3
Social Theory & Health,2.3
Basic and Clinical Andrology,2.3
Canadian Journal of Occupational Therapy-Revue Canadienne d Ergotherapie,2.3
EUROPEAN ECONOMIC REVIEW,2.3
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-APPLIED,2.3
Computer Assisted Surgery,2.3
JOURNAL OF FUSION ENERGY,2.3
JOURNAL OF LOSS & TRAUMA,2.3
PEDIATRIC INFECTIOUS DISEASE JOURNAL,2.3
PEDIATRIC INFECTIOUS DISEASE JOURNAL,2.3
PEDIATRIC INFECTIOUS DISEASE JOURNAL,2.3
SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,2.3
ALCOHOL AND ALCOHOLISM,2.3
AMERICAN JOURNAL OF CLINICAL PATHOLOGY,2.3
Colorectal Disease,2.3
Colorectal Disease,2.3
Journal of Bronchology & Interventional Pulmonology,2.3
Journal of Obstetrics and Gynaecology Canada,2.3
UROLOGY,2.3
World Journal of Orthopedics,2.3
Journal of Neurophysiology,2.3
Journal of Neurophysiology,2.3
Oral Radiology,2.3
Review of Keynesian Economics,2.3
Turkish Archives of Pediatrics,2.3
BMC Urology,2.3
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND,2.3
ETHICS & BEHAVIOR,2.3
ETHICS & BEHAVIOR,2.3
Journal of the Chinese Medical Association,2.3
DERMATOLOGIC SURGERY,2.3
DERMATOLOGIC SURGERY,2.3
INTERNATIONAL JOURNAL OF SPORTS MEDICINE,2.3
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2.3
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2.3
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2.3
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,2.3
Journal of Spine Surgery,2.3
Journal of Spine Surgery,2.3
Journal of Spine Surgery,2.3
MARINE ECOLOGY PROGRESS SERIES,2.3
MARINE ECOLOGY PROGRESS SERIES,2.3
MARINE ECOLOGY PROGRESS SERIES,2.3
International Journal for Parasitology-Parasites and Wildlife,2.3
International Journal for Parasitology-Parasites and Wildlife,2.3
TREES-STRUCTURE AND FUNCTION,2.3
AQUATIC BOTANY,2.3
AQUATIC BOTANY,2.3
BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY,2.3
Injury Epidemiology,2.3
Journal of Agricultural Education & Extension,2.3
Journal of Agricultural Education & Extension,2.3
Journal of Visceral Surgery,2.3
Asia-Pacific Financial Markets,2.3
Journal of Spatial Information Science,2.3
Leadership in Health Services,2.3
American Economic Journal-Microeconomics,2.3
Anaesthesiology Intensive Therapy,2.3
Clinical Gerontologist,2.3
Clinical Gerontologist,2.3
Clinical Gerontologist,2.3
Economies,2.3
Health Policy OPEN,2.3
Health Policy OPEN,2.3
INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE,2.3
JOURNAL OF MEDICAL SCREENING,2.3
PUBLIC HEALTH REPORTS,2.3
Teaching & Learning Inquiry-The ISSOTL Journal,2.3
European Journal of Obstetrics & Gynecology and Reproductive Biology,2.3
European Journal of Obstetrics & Gynecology and Reproductive Biology,2.3
First Peoples Child & Family Review,2.3
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,2.3
JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,2.3
Journal of Physics-Complexity,2.3
Journal of Physics-Complexity,2.3
Journal of Physics-Complexity,2.3
Social Psychological Bulletin,2.3
Adult Learning,2.3
Animal Reproduction,2.3
Journal of Ecohydraulics,2.3
Journal of Ecohydraulics,2.3
JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,2.3
Health Equity,2.3
CONTINENTAL SHELF RESEARCH,2.3
EPILEPSY RESEARCH,2.3
Abdominal Radiology,2.3
BULLETIN OF MATHEMATICAL BIOLOGY,2.3
BULLETIN OF MATHEMATICAL BIOLOGY,2.3
European Biophysics Journal,2.3
Financial Accountability & Management,2.3
Health Information Management Journal,2.3
Health Information Management Journal,2.3
International Journal of Forest Engineering,2.3
INTERNATIONAL REVIEW OF PSYCHIATRY,2.3
Q Open,2.3
Q Open,2.3
Solid Earth,2.3
Therapeutic Advances in Reproductive Health,2.3
CANADIAN JOURNAL OF FOREST RESEARCH,2.3
Early Intervention in Psychiatry,2.3
Holistic Nursing Practice,2.3
Holistic Nursing Practice,2.3
International Journal of Engineering,2.3
INTERNATIONAL JOURNAL OF MODERN PHYSICS B,2.3
INTERNATIONAL JOURNAL OF MODERN PHYSICS B,2.3
INTERNATIONAL JOURNAL OF MODERN PHYSICS B,2.3
Journal of Behavioral and Cognitive Therapy,2.3
Journal of Behavioral and Cognitive Therapy,2.3
JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,2.3
ASTROBIOLOGY,2.3
ASTROBIOLOGY,2.3
ASTROBIOLOGY,2.3
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,2.3
BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,2.3
GENES CHROMOSOMES & CANCER,2.3
GENES CHROMOSOMES & CANCER,2.3
JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,2.3
JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,2.3
Journal of Interprofessional Care,2.3
Journal of Interprofessional Care,2.3
Learning Health Systems,2.3
Learning Health Systems,2.3
Learning Health Systems,2.3
NEPHRON,2.3
THERAPEUTIC DRUG MONITORING,2.3
THERAPEUTIC DRUG MONITORING,2.3
THERAPEUTIC DRUG MONITORING,2.3
Brain Connectivity,2.3
BULLETIN OF THE ATOMIC SCIENTISTS,2.3
BULLETIN OF THE ATOMIC SCIENTISTS,2.3
Critical Care Nurse,2.3
Critical Care Nurse,2.3
IJID Regions,2.3
JOURNAL OF FOOD BIOCHEMISTRY,2.3
JOURNAL OF FOOD BIOCHEMISTRY,2.3
OPEC Energy Review,2.3
PHARMACOPSYCHIATRY,2.3
PHARMACOPSYCHIATRY,2.3
REPRODUCTION FERTILITY AND DEVELOPMENT,2.3
REPRODUCTION FERTILITY AND DEVELOPMENT,2.3
REPRODUCTION FERTILITY AND DEVELOPMENT,2.3
Tobacco Prevention & Cessation,2.3
IEEE Journal on Selected Areas in Information Theory,2.3
IEEE Journal on Selected Areas in Information Theory,2.3
IEEE Journal on Selected Areas in Information Theory,2.3
INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,2.3
INTERNATIONAL JOURNAL OF AGING & HUMAN DEVELOPMENT,2.3
JOURNAL OF FORESTRY,2.3
JOURNAL OF REPRODUCTIVE AND INFANT PSYCHOLOGY,2.3
Respiratory Care,2.3
Respiratory Care,2.3
WORLD BANK ECONOMIC REVIEW,2.3
WORLD BANK ECONOMIC REVIEW,2.3
WORLD BANK ECONOMIC REVIEW,2.3
ACTA PHYSIOLOGIAE PLANTARUM,2.3
BOREAS,2.3
BOREAS,2.3
IMMUNOLOGICAL INVESTIGATIONS,2.3
International Journal of General Medicine,2.3
International Journal of Nephrology and Renovascular Disease,2.3
Journal of Policy Research in Tourism Leisure and Events,2.3
PLASMID,2.3
PLASMID,2.3
Geographies,2.3
Geographies,2.3
JOURNAL OF EVOLUTIONARY BIOLOGY,2.3
JOURNAL OF EVOLUTIONARY BIOLOGY,2.3
JOURNAL OF EVOLUTIONARY BIOLOGY,2.3
JOURNAL OF PRODUCTIVITY ANALYSIS,2.3
JOURNAL OF PRODUCTIVITY ANALYSIS,2.3
JOURNAL OF PRODUCTIVITY ANALYSIS,2.3
Journal of Rail Transport Planning & Management,2.3
Journal of Thoracic Disease,2.3
PRAMANA-JOURNAL OF PHYSICS,2.3
ANNALEN DER PHYSIK,2.3
Cardiovascular Revascularization Medicine,2.3
CRYPTOGAMIE ALGOLOGIE,2.3
CRYPTOGAMIE ALGOLOGIE,2.3
Digital Library Perspectives,2.3
INTERNATIONAL JOURNAL OF PSYCHIATRY IN CLINICAL PRACTICE,2.3
Journal of China Tourism Research,2.3
JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,2.3
JOURNAL OF HUMAN GENETICS,2.3
Journal of Industrial Textiles,2.3
JOURNAL OF PETROLEUM GEOLOGY,2.3
STRUCTURAL CHEMISTRY,2.3
STRUCTURAL CHEMISTRY,2.3
STRUCTURAL CHEMISTRY,2.3
World Leisure Journal,2.3
Annals of Thoracic Medicine,2.3
Annals of Thoracic Medicine,2.3
Asian Journal of Organic Chemistry,2.3
Diversity-Basel,2.3
Diversity-Basel,2.3
International Journal of Applied Mechanics,2.3
JOM,2.3
JOM,2.3
JOM,2.3
JOM,2.3
Journal of Medical Imaging,2.3
JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,2.3
ANNALS OF HEMATOLOGY,2.3
Breast Care,2.3
Breast Care,2.3
FIIB Business Review,2.3
FIIB Business Review,2.3
HERD-Health Environments Research & Design Journal,2.3
INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,2.3
Journal of Hydrology and Hydromechanics,2.3
JOURNAL OF VIRAL HEPATITIS,2.3
JOURNAL OF VIRAL HEPATITIS,2.3
JOURNAL OF VIRAL HEPATITIS,2.3
Particles,2.3
Particles,2.3
Particles,2.3
Plant Gene,2.3
Plant Gene,2.3
CIN-COMPUTERS INFORMATICS NURSING,2.3
CIN-COMPUTERS INFORMATICS NURSING,2.3
CIN-COMPUTERS INFORMATICS NURSING,2.3
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,2.3
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,2.3
Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,2.3
Journal of Immigrant and Minority Health,2.3
Plastic and Aesthetic Research,2.3
WEED RESEARCH,2.3
WEED RESEARCH,2.3
Acute and Critical Care,2.3
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,2.3
Geosciences,2.3
International Review of Finance,2.3
JOURNAL OF ENGINEERING FOR GAS TURBINES AND POWER-TRANSACTIONS OF THE ASME,2.3
JOURNAL OF STRUCTURAL BIOLOGY,2.3
JOURNAL OF STRUCTURAL BIOLOGY,2.3
JOURNAL OF STRUCTURAL BIOLOGY,2.3
Journal of Transport and Land Use,2.3
POLYMERS & POLYMER COMPOSITES,2.3
POLYMERS & POLYMER COMPOSITES,2.3
POLYMERS & POLYMER COMPOSITES,2.3
Tourism and Hospitality Management-Croatia,2.3
Asia-Pacific Journal of Atmospheric Sciences,2.3
Immunological Medicine,2.3
Immunological Medicine,2.3
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,2.3
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,2.3
INTERNATIONAL JOURNAL OF THEORETICAL PHYSICS,2.3
Radiology and Oncology,2.3
Radiology and Oncology,2.3
Research in Pharmaceutical Sciences,2.3
Scandinavian Journal of Management,2.3
BIOPHYSICAL CHEMISTRY,2.3
BIOPHYSICAL CHEMISTRY,2.3
BIOPHYSICAL CHEMISTRY,2.3
Clinical Neurophysiology Practice,2.3
Community Development,2.3
OPTIMIZATION AND ENGINEERING,2.3
OPTIMIZATION AND ENGINEERING,2.3
OPTIMIZATION AND ENGINEERING,2.3
Perspectives in Public Health,2.3
Transportation in Developing Economies,2.3
Arquivos Brasileiros de Cardiologia,2.3
CEREAL RESEARCH COMMUNICATIONS,2.3
GLOBAL JOURNAL OF ENVIRONMENTAL SCIENCE AND MANAGEMENT-GJESM,2.3
Materials Letters-X,2.3
Materials Letters-X,2.3
Nuclear Medicine and Molecular Imaging,2.3
American Heart Journal Plus: Cardiology Research and Practice,2.3
Computer Supported Cooperative Work-The Journal of Collaborative Computing and Work Practices,2.3
Frontiers in Earth Science,2.3
UPSALA JOURNAL OF MEDICAL SCIENCES,2.3
EcoHealth,2.3
GeoHazards,2.3
JOURNAL OF HUMAN NUTRITION AND DIETETICS,2.3
JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,2.3
JOURNAL OF MARINE SCIENCE AND TECHNOLOGY,2.3
Journal of Medical Imaging and Radiation Sciences,2.3
JVS-Vascular Science,2.3
Open Life Sciences,2.3
Australasian Journal of Water Resources,2.3
JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,2.3
JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY,2.3
JOURNAL OF INTENSIVE CARE MEDICINE,2.3
Seminars in Pediatric Neurology,2.3
Seminars in Pediatric Neurology,2.3
Surface Topography-Metrology and Properties,2.3
Surface Topography-Metrology and Properties,2.3
Surface Topography-Metrology and Properties,2.3
BIORHEOLOGY,2.3
BIORHEOLOGY,2.3
BIORHEOLOGY,2.3
EURASIP Journal on Image and Video Processing,2.3
EURASIP Journal on Image and Video Processing,2.3
Global Health & Medicine,2.3
HORMONE AND METABOLIC RESEARCH,2.3
Immunotherapy,2.3
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,2.3
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,2.3
JOURNAL OF AGRICULTURAL SCIENCE,2.3
Journal of Non-Crystalline Solids-X,2.3
Journal of Non-Crystalline Solids-X,2.3
Journal of Non-Crystalline Solids-X,2.3
QUATERNARY RESEARCH,2.3
QUATERNARY RESEARCH,2.3
Current Opinion in Supportive and Palliative Care,2.3
Innovation and Emerging Technologies,2.3
Lifestyle Genomics,2.3
Lifestyle Genomics,2.3
Minerva Endocrinology,2.3
ACM Journal on Emerging Technologies in Computing Systems,2.3
ACM Journal on Emerging Technologies in Computing Systems,2.3
ACM Journal on Emerging Technologies in Computing Systems,2.3
Circulation Reports,2.3
Hygiene,2.3
Hygiene,2.3
JOURNAL OF ELECTROSTATICS,2.3
Nanomaterials and Nanotechnology,2.3
Nanomaterials and Nanotechnology,2.3
Nanomaterials and Nanotechnology,2.3
NAVAL RESEARCH LOGISTICS,2.3
CURRENT OPINION IN UROLOGY,2.3
Frontiers in Virology,2.3
International Journal of Biomedical Imaging,2.3
Journal of Nutritional Science,2.3
MEASUREMENT & CONTROL,2.3
MEASUREMENT & CONTROL,2.3
RELIEVE-Revista Electronica de Investigacion y Evaluacion Educativa,2.3
STEEL RESEARCH INTERNATIONAL,2.3
World Journal of Oncology,2.3
IET Power Electronics,2.3
Neurosciences,2.3
Nutrition and Metabolic Insights,2.3
ANTARCTIC SCIENCE,2.3
ANTARCTIC SCIENCE,2.3
ANTARCTIC SCIENCE,2.3
FOOD AND NUTRITION BULLETIN,2.3
FOOD AND NUTRITION BULLETIN,2.3
Journal of Control and Decision,2.3
Journal of Control and Decision,2.3
Mediterranean Journal of Hematology and Infectious Diseases,2.3
Mediterranean Journal of Hematology and Infectious Diseases,2.3
MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING,2.3
MODELLING AND SIMULATION IN MATERIALS SCIENCE AND ENGINEERING,2.3
JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,2.3
JOURNAL OF REINFORCED PLASTICS AND COMPOSITES,2.3
Turkish Journal of Gastroenterology,2.3
Advances in Mechanical Engineering,2.3
Advances in Mechanical Engineering,2.3
OR SPECTRUM,2.3
Prospects in Pharmaceutical Sciences,2.3
BUSINESS AND SOCIETY REVIEW,2.3
Energy Sources Part A-Recovery Utilization and Environmental Effects,2.3
Energy Sources Part A-Recovery Utilization and Environmental Effects,2.3
Journal of Building Physics,2.3
JOURNAL OF CONSUMER POLICY,2.3
Journal of Micro-Nanopatterning Materials and Metrology-JM3,2.3
Journal of Micro-Nanopatterning Materials and Metrology-JM3,2.3
Journal of Micro-Nanopatterning Materials and Metrology-JM3,2.3
Journal of Micro-Nanopatterning Materials and Metrology-JM3,2.3
CORPORATE REPUTATION REVIEW,2.3
Foodborne Pathogens and Disease,2.3
Social Marketing Quarterly,2.3
Aerosol Science and Engineering,2.3
Congenital Heart Disease,2.3
CURRENT DRUG METABOLISM,2.3
CURRENT DRUG METABOLISM,2.3
JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,2.3
JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,2.3
JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,2.3
MAGAZINE OF CONCRETE RESEARCH,2.3
MAGAZINE OF CONCRETE RESEARCH,2.3
ADVANCES IN CEMENT RESEARCH,2.3
ADVANCES IN CEMENT RESEARCH,2.3
Civil and Environmental Engineering,2.3
Advances in Materials and Processing Technologies,2.3
CELL AND TISSUE BANKING,2.3
CELL AND TISSUE BANKING,2.3
Journal of Quality in Maintenance Engineering,2.3
Micro & Nano Letters,2.3
Micro & Nano Letters,2.3
RUBBER CHEMISTRY AND TECHNOLOGY,2.3
ChemistrySelect,2.3
